lambda,alpha,excluded,source
0.0208122156998633,2.310129700083163e-06,1,envelope
0.0211507282486879,2.310129700083163e-06,1,envelope
0.0214947467343798,2.310129700083163e-06,1,envelope
0.0218443607114942,2.310129700083163e-06,1,envelope
0.0221996611911995,2.310129700083163e-06,1,envelope
0.0225607406649685,2.310129700083163e-06,1,envelope
0.0229276931286564,2.310129700083163e-06,1,envelope
0.0233006141069692,2.310129700083163e-06,1,envelope
0.0236796006783307,2.848035868435805e-06,1,envelope
0.0240647515001542,2.848035868435805e-06,1,envelope
0.0244561668345244,2.848035868435805e-06,1,envelope
0.0248539485742979,2.848035868435805e-06,1,envelope
0.0252582002696278,2.848035868435805e-06,1,envelope
0.0256690271549195,2.848035868435805e-06,1,envelope
0.0260865361762255,2.848035868435805e-06,1,envelope
0.0265108360190853,2.848035868435805e-06,1,envelope
0.0269420371368188,2.848035868435805e-06,1,envelope
0.0273802517792785,2.848035868435805e-06,1,envelope
0.0278255940220712,3.5111917342151347e-06,1,envelope
0.0282781797962534,3.5111917342151347e-06,1,envelope
0.0287381269185106,3.5111917342151347e-06,1,envelope
0.0292055551218274,3.5111917342151347e-06,1,envelope
0.029680586086656,3.5111917342151347e-06,1,envelope
0.0301633434725919,3.5111917342151347e-06,1,envelope
0.0306539529505653,3.5111917342151347e-06,1,envelope
0.0311525422355548,3.5111917342151347e-06,1,envelope
0.0316592411198352,4.328761281083061e-06,1,envelope
0.0321741815067637,4.328761281083061e-06,1,envelope
0.0326974974451176,4.328761281083061e-06,1,envelope
0.0332293251639897,4.328761281083061e-06,1,envelope
0.0337698031082508,4.328761281083061e-06,1,envelope
0.0343190719745904,4.328761281083061e-06,1,envelope
0.0348772747481417,4.328761281083061e-06,1,envelope
0.0354445567397043,4.328761281083061e-06,1,envelope
0.0360210656235707,4.328761281083061e-06,1,envelope
0.0366069514759689,5.336699231206313e-06,1,envelope
0.0372023668141306,5.336699231206313e-06,1,envelope
0.0378074666359934,5.336699231206313e-06,1,envelope
0.0384224084605506,5.336699231206313e-06,1,envelope
0.0390473523688556,5.336699231206313e-06,1,envelope
0.0396824610456947,5.336699231206313e-06,1,envelope
0.040327899821937,5.336699231206313e-06,1,envelope
0.0409838367175726,5.336699231206313e-06,1,envelope
0.0416504424854518,6.579332246575683e-06,1,envelope
0.0423278906557355,6.579332246575683e-06,1,envelope
0.0430163575810679,6.579332246575683e-06,1,envelope
0.043716022482485,6.579332246575683e-06,1,envelope
0.0444270674960688,6.579332246575683e-06,1,envelope
0.045149677720361,6.579332246575683e-06,1,envelope
0.0458840412645476,6.579332246575683e-06,1,envelope
0.0466303492974272,6.579332246575683e-06,1,envelope
0.0473887960971765,6.579332246575683e-06,1,envelope
0.0481595791019235,8.111308307896873e-06,1,envelope
0.0489428989611453,8.111308307896873e-06,1,envelope
0.0497389595879006,8.111308307896873e-06,1,envelope
0.0505479682119123,8.111308307896873e-06,1,envelope
0.0513701354335133,8.111308307896873e-06,1,envelope
0.0522056752784697,8.111308307896873e-06,1,envelope
0.0530548052536957,8.111308307896873e-06,1,envelope
0.053917746403875,8.111308307896873e-06,1,envelope
0.0547947233690028,8.111308307896873e-06,1,envelope
0.055685964442864,1e-05,1,envelope
0.0565917016324624,1e-05,1,envelope
0.0575121707184161,1e-05,1,envelope
0.0584476113163363,1e-05,1,envelope
0.0593982669392035,1e-05,1,envelope
0.0603643850607586,1e-05,1,envelope
0.061346217179925,1e-05,1,envelope
0.0623440188862786,1e-05,1,envelope
0.0633580499265825,1.2328467394420658e-05,1,envelope
0.0643885742724041,1.2328467394420658e-05,1,envelope
0.0654358601888323,1.2328467394420658e-05,1,envelope
0.0665001803043111,1.2328467394420658e-05,1,envelope
0.0675818116816111,1.2328467394420658e-05,1,envelope
0.068681035889953,1.2328467394420658e-05,1,envelope
0.0697981390783065,1.2328467394420658e-05,1,envelope
0.0709334120498799,1.2328467394420658e-05,1,envelope
0.0720871503378213,1.2328467394420658e-05,1,envelope
0.0732596542821523,1.5199110829529332e-05,1,envelope
0.0744512291079514,1.5199110829529332e-05,1,envelope
0.0756621850048104,1.5199110829529332e-05,1,envelope
0.076892837207583,1.5199110829529332e-05,1,envelope
0.0781435060784454,1.5199110829529332e-05,1,envelope
0.0794145171902934,1.5199110829529332e-05,1,envelope
0.080706201411495,1.5199110829529332e-05,1,envelope
0.0820188949920221,1.5199110829529332e-05,1,envelope
0.0833529396509818,1.8738174228603867e-05,1,envelope
0.084708682665574,1.8738174228603867e-05,1,envelope
0.0860864769614924,1.8738174228603867e-05,1,envelope
0.0874866812047991,1.8738174228603867e-05,1,envelope
0.0889096598952916,1.8738174228603867e-05,1,envelope
0.0903557834613892,1.8738174228603867e-05,1,envelope
0.0918254283565628,1.8738174228603867e-05,1,envelope
0.0933189771573324,1.8738174228603867e-05,1,envelope
0.0948368186628592,1.8738174228603867e-05,1,envelope
0.0963793479961579,2.3101297000831627e-05,1,envelope
0.0979469667069538,2.3101297000831627e-05,1,envelope
0.0995400828762151,2.3101297000831627e-05,1,envelope
0.1011591112223829,2.3101297000831627e-05,1,envelope
0.1028044732093309,2.3101297000831627e-05,1,envelope
0.1044765971560805,2.3101297000831627e-05,1,envelope
0.1061759183482999,2.3101297000831627e-05,1,envelope
0.1079028791516183,2.3101297000831627e-05,1,envelope
0.1096579291267809,2.3101297000831627e-05,1,envelope
0.1114415251466788,2.8480358684358048e-05,1,envelope
0.1132541315152812,2.8480358684358048e-05,1,envelope
0.1150962200885031,2.8480358684358048e-05,1,envelope
0.1169682703970384,2.8480358684358048e-05,1,envelope
0.1188707697711903,2.8480358684358048e-05,1,envelope
0.1208042134677328,2.8480358684358048e-05,1,envelope
0.122769104798836,2.8480358684358048e-05,1,envelope
0.1247659552630868,2.8480358684358048e-05,1,envelope
0.1267952846786434,2.8480358684358048e-05,1,envelope
0.1288576213185518,3.511191734215135e-05,1,envelope
0.1309535020482667,3.511191734215135e-05,1,envelope
0.1330834724654076,3.511191734215135e-05,1,envelope
0.1352480870417874,3.511191734215135e-05,1,envelope
0.1374479092677536,3.511191734215135e-05,1,envelope
0.1396835117988739,3.511191734215135e-05,1,envelope
0.1419554766050101,3.511191734215135e-05,1,envelope
0.1442643951218158,3.511191734215135e-05,1,envelope
0.1466108684046983,4.328761281083062e-05,1,envelope
0.1489955072852853,4.328761281083062e-05,1,envelope
0.1514189325304352,4.328761281083062e-05,1,envelope
0.1538817750038346,4.328761281083062e-05,1,envelope
0.1563846758302247,4.328761281083062e-05,1,envelope
0.1589282865622976,4.328761281083062e-05,1,envelope
0.1615132693503089,4.328761281083062e-05,1,envelope
0.1641402971144466,4.328761281083062e-05,1,envelope
0.1668100537200059,4.328761281083062e-05,1,envelope
0.1695232341554121,5.336699231206312e-05,1,envelope
0.1722805447131392,5.336699231206312e-05,1,envelope
0.1750827031735723,5.336699231206312e-05,1,envelope
0.1779304389918577,5.336699231206312e-05,1,envelope
0.1808244934877951,5.336699231206312e-05,1,envelope
0.1837656200388172,5.336699231206312e-05,1,envelope
0.1867545842761074,5.336699231206312e-05,1,envelope
0.1897921642839099,5.336699231206312e-05,1,envelope
0.1928791508020777,6.579332246575683e-05,1,envelope
0.1960163474319185,6.579332246575683e-05,1,envelope
0.1992045708453871,6.579332246575683e-05,1,envelope
0.2024446509976801,6.579332246575683e-05,1,envelope
0.2057374313432911,6.579332246575683e-05,1,envelope
0.209083769055575,6.579332246575683e-05,1,envelope
0.2124845352498882,6.579332246575683e-05,1,envelope
0.2159406152103567,6.579332246575683e-05,1,envelope
0.2194529086203311,6.579332246575683e-05,1,envelope
0.2230223297965936,8.111308307896872e-05,1,envelope
0.2266498079273692,8.111308307896872e-05,1,envelope
0.2303362873142131,8.111308307896872e-05,1,envelope
0.2340827276178294,8.111308307896872e-05,1,envelope
0.237890104107889,8.111308307896872e-05,1,envelope
0.2417594079169128,8.111308307896872e-05,1,envelope
0.245691646298279,8.111308307896872e-05,1,envelope
0.2496878428884326,8.111308307896872e-05,1,envelope
0.2537490379733572,8.111308307896872e-05,1,envelope
0.2578762887593803,0.0001,1,envelope
0.262070669648385,0.0001,1,envelope
0.266333272517498,0.0001,1,envelope
0.2706652070033241,0.0001,1,envelope
0.2750676007908067,0.0001,1,envelope
0.2795415999067859,0.0001,1,envelope
0.2840883690183301,0.0001,1,envelope
0.2887090917359234,0.0001,1,envelope
0.2934049709215787,0.0001,1,envelope
0.2981772290019673,0.0001232846739442,1,envelope
0.3030271082866399,0.0001232846739442,1,envelope
0.3079558712914223,0.0001232846739442,1,envelope
0.312964801067075,0.0001232846739442,1,envelope
0.318055201533292,0.0001232846739442,1,envelope
0.323228397818138,0.0001232846739442,1,envelope
0.3284857366030047,0.0001232846739442,1,envelope
0.3338285864731757,0.0001232846739442,1,envelope
0.3392583382740992,0.0001519911082952,1,envelope
0.3447764054734464,0.0001519911082952,1,envelope
0.3503842245290676,0.0001519911082952,1,envelope
0.3560832552629281,0.0001519911082952,1,envelope
0.3618749812411276,0.0001519911082952,1,envelope
0.3677609101601031,0.0001519911082952,1,envelope
0.3737425742391064,0.0001519911082952,1,envelope
0.3798215306190736,0.0001519911082952,1,envelope
0.3859993617679771,0.000187381742286,1,envelope
0.3922776758927715,0.000187381742286,1,envelope
0.3986581073580438,0.000187381742286,1,envelope
0.4051423171114647,0.000187381742286,1,envelope
0.4117319931161679,0.000187381742286,1,envelope
0.4184288507901584,0.000187381742286,1,envelope
0.4252346334528677,0.000187381742286,1,envelope
0.4321511127789762,0.000187381742286,1,envelope
0.4391800892596086,0.000187381742286,1,envelope
0.4463233926710397,0.0002310129700083,1,envelope
0.4535828825510191,0.0002310129700083,1,envelope
0.4609604486828429,0.0002310129700083,1,envelope
0.4684580115873045,0.0002310129700083,1,envelope
0.4760775230226368,0.0002310129700083,1,envelope
0.4838209664925957,0.0002310129700083,1,envelope
0.4916903577628031,0.0002310129700083,1,envelope
0.4996877453854879,0.0002310129700083,1,envelope
0.5078152112327671,0.0002310129700083,1,envelope
0.5160748710385907,0.0002848035868435,1,envelope
0.5244688749495119,0.0002848035868435,1,envelope
0.5329994080844094,0.0002848035868435,1,envelope
0.5416686911033146,0.0002848035868435,1,envelope
0.5504789807854967,0.0002848035868435,1,envelope
0.5594325706169377,0.0002848035868435,1,envelope
0.5685317913873753,0.0002848035868435,1,envelope
0.5777790117970507,0.0002848035868435,1,envelope
0.587176639073325,0.0002848035868435,1,envelope
0.596727119597331,0.0003511191734215,1,envelope
0.6064329395408061,0.0003511191734215,1,envelope
0.6162966255132942,0.0003511191734215,1,envelope
0.6263207452198692,0.0003511191734215,1,envelope
0.6365079081295565,0.0003511191734215,1,envelope
0.6468607661546321,0.0003511191734215,1,envelope
0.6573820143409586,0.0003511191734215,1,envelope
0.6680743915695615,0.0003511191734215,1,envelope
0.6789406812696113,0.0004328761281083,1,envelope
0.6899837121430011,0.0004328761281083,1,envelope
0.7012063589007177,0.0004328761281083,1,envelope
0.7126115430111746,0.0004328761281083,1,envelope
0.7242022334607315,0.0004328761281083,1,envelope
0.7359814475265771,0.0004328761281083,1,envelope
0.7479522515621814,0.0004328761281083,1,envelope
0.7601177617955323,0.0004328761281083,1,envelope
0.77248114514034,0.0004328761281083,1,envelope
0.785045620020451,0.0005336699231206,1,envelope
0.7978144572076629,0.0005336699231206,1,envelope
0.8107909806731678,0.0005336699231206,1,envelope
0.8239785684528511,0.0005336699231206,1,envelope
0.8373806535266489,0.0005336699231206,1,envelope
0.8510007247122247,0.0005336699231206,1,envelope
0.8648423275731727,0.0005336699231206,1,envelope
0.8789090653419963,0.0005336699231206,1,envelope
0.893204599858096,0.0006579332246575,1,envelope
0.9077326525210224,0.0006579332246575,1,envelope
0.9224970052592174,0.0006579332246575,1,envelope
0.9375015015145288,0.0006579332246575,1,envelope
0.95275004724273,0.0006579332246575,1,envelope
0.9682466119303114,0.0006579332246575,1,envelope
0.9839952296278226,0.0006579332246575,1,envelope
1.0,0.0006579332246575,1,envelope
4.0000000000000014e-08,468749999999.9996,1,ChenDecca2016
4.582059880434852e-08,311845135166.2943,1,ChenDecca2016
5.2488181869726516e-08,207461095097.3548,1,ChenDecca2016
6.012599808556045e-08,138017564250.41516,1,ChenDecca2016
6.887523089973728e-08,91818892755.18608,1,ChenDecca2016
7.889760806534326e-08,61084320047.06241,1,ChenDecca2016
9.037839114462041e-08,40637542488.784,1,ChenDecca2016
1.035298000305034e-07,27034922517.847233,1,ChenDecca2016
1.1859493578730317e-07,17985512675.815186,1,ChenDecca2016
1.3585227432343694e-07,11965215213.706087,1,ChenDecca2016
1.5562081396081252e-07,7960094198.638889,1,ChenDecca2016
1.7826597205261368e-07,5295608856.1300955,1,ChenDecca2016
2.042063396472504e-07,3523007700.3257957,1,ChenDecca2016
2.339214190570292e-07,2343750000.0000024,1,ChenDecca2016
2.6796048735890045e-07,2300292737.5069103,1,ChenDecca2016
3.0695274966724697e-07,1559225675.831475,1,ChenDecca2016
3.516189698598636e-07,1530314879.2531047,1,ChenDecca2016
4.0278479374867716e-07,1037305475.4867694,1,ChenDecca2016
4.6139601097126e-07,1018072000.784376,1,ChenDecca2016
5.285360377160221e-07,677292374.813064,1,ChenDecca2016
6.054459434456454e-07,450582041.9641212,1,ChenDecca2016
6.935473918085798e-07,299758544.5969204,1,ChenDecca2016
7.94468919796581e-07,199420253.5617672,1,ChenDecca2016
9.1007604091308e-07,132668236.64398172,1,ChenDecca2016
1.0425057288032024e-06,88260147.6021684,1,ChenDecca2016
1.194205918768162e-06,58716795.00543001,1,ChenDecca2016
1.367980757341359e-06,39062499.99999987,1,ChenDecca2016
1.567042436355181e-06,25987094.59719114,1,ChenDecca2016
1.795070569640486e-06,17288424.5914462,1,ChenDecca2016
2.0562802099247514e-06,11501463.68753457,1,ChenDecca2016
2.3554997632070888e-06,7651574.396265491,1,ChenDecca2016
2.698260240841243e-06,5090360.003921888,1,ChenDecca2016
3.0908974991327845e-06,3386461.874065325,1,ChenDecca2016
3.5406693563281864e-06,2252910.209820597,1,ChenDecca2016
4.0558897518791094e-06,1498792.7229846048,1,ChenDecca2016
4.646082427888032e-06,997101.2678088382,1,ChenDecca2016
5.322156973504775e-06,663341.1832199057,1,ChenDecca2016
6.0966104864181864e-06,441300.738010843,1,ChenDecca2016
6.983758579113808e-06,293583.97502714896,1,ChenDecca2016
8.000000000000003e-06,195312.49999999977,1,ChenDecca2016
4.0000000000000014e-08,468749999999.9996,1,envelope
4.068790573638151e-08,468749999999.9996,1,envelope
4.1387641830316766e-08,468749999999.9996,1,envelope
4.2099411736076224e-08,311845135166.2943,1,envelope
4.282342240686464e-08,311845135166.2943,1,envelope
4.35598843549939e-08,311845135166.2943,1,envelope
4.430901171309178e-08,311845135166.2943,1,envelope
4.5071022296362654e-08,311845135166.2943,1,envelope
4.5846137665918814e-08,311845135166.2943,1,envelope
4.663458319320195e-08,311845135166.2943,1,envelope
4.7436588125511057e-08,311845135166.2943,1,envelope
4.82523856526587e-08,207461095097.3548,1,envelope
4.9082212974772706e-08,207461095097.3548,1,envelope
4.9926311371263835e-08,207461095097.3548,1,envelope
5.0784926270980475e-08,207461095097.3548,1,envelope
5.1658307323568446e-08,207461095097.3548,1,envelope
5.254670847205948e-08,207461095097.3548,1,envelope
5.3450388026707e-08,207461095097.3548,1,envelope
5.4369608740091726e-08,207461095097.3548,1,envelope
5.5304637883520014e-08,138017564250.41516,1,envelope
5.625574732473439e-08,138017564250.41516,1,envelope
5.7223213606962225e-08,138017564250.41516,1,envelope
5.8207318029322674e-08,138017564250.41516,1,envelope
5.920834672861654e-08,138017564250.41516,1,envelope
6.022659076252367e-08,138017564250.41516,1,envelope
6.126234619422969e-08,138017564250.41516,1,envelope
6.231591417850968e-08,138017564250.41516,1,envelope
6.338760104929117e-08,91818892755.18608,1,envelope
6.447771840872291e-08,91818892755.18608,1,envelope
6.558658321777683e-08,91818892755.18608,1,envelope
6.671451788840612e-08,91818892755.18608,1,envelope
6.78618503772903e-08,91818892755.18608,1,envelope
6.902891428119033e-08,91818892755.18608,1,envelope
7.021604893394578e-08,91818892755.18608,1,envelope
7.142359950513856e-08,91818892755.18608,1,envelope
7.265191710045355e-08,61084320047.06241,1,envelope
7.390135886376645e-08,61084320047.06241,1,envelope
7.517228808098591e-08,61084320047.06241,1,envelope
7.646507428568173e-08,61084320047.06241,1,envelope
7.778009336653088e-08,61084320047.06241,1,envelope
7.9117727676609e-08,61084320047.06241,1,envelope
8.04783661445644e-08,61084320047.06241,1,envelope
8.18624043877008e-08,61084320047.06241,1,envelope
8.327024482700787e-08,40637542488.784,1,envelope
8.47022968041678e-08,40637542488.784,1,envelope
8.61589767005747e-08,40637542488.784,1,envelope
8.7640708058402e-08,40637542488.784,1,envelope
8.914792170374978e-08,40637542488.784,1,envelope
9.068105587191224e-08,40637542488.784,1,envelope
9.224055633479797e-08,40637542488.784,1,envelope
9.382687653054116e-08,40637542488.784,1,envelope
9.544047769534432e-08,27034922517.847233,1,envelope
9.708182899758476e-08,27034922517.847233,1,envelope
9.875140767423096e-08,27034922517.847233,1,envelope
1.0044969916960245e-07,27034922517.847233,1,envelope
1.021771972765166e-07,27034922517.847233,1,envelope
1.039344042798643e-07,27034922517.847233,1,envelope
1.0572183110265213e-07,27034922517.847233,1,envelope
1.0753999745455889e-07,27034922517.847233,1,envelope
1.093894319830452e-07,17985512675.815186,1,envelope
1.1127067242706148e-07,17985512675.815186,1,envelope
